timestamp,date,method,actual_load,forecast_load,charge,discharge,soc_start,soc_end,realized_grid_load,optimized_forecast_grid_load
2017-12-02 00:00:00,2017-12-02,Canonical LightGBM,418.0,414.5396148353089,6.04614106235191,0.0,366.3887497591986,372.12462280270927,424.0461410623519,420.5857558976608
2017-12-02 01:00:00,2017-12-02,Canonical LightGBM,414.0,414.15438292764935,6.431372970011523,0.0,372.12462280270927,378.22595892289274,420.4313729700115,420.5857558976609
2017-12-02 02:00:00,2017-12-02,Canonical LightGBM,412.0,415.6692247488238,4.916531148837066,0.0,378.22595892289274,382.8901899081396,416.91653114883707,420.5857558976609
2017-12-02 03:00:00,2017-12-02,Canonical LightGBM,411.0,409.8783026421879,10.707453255472956,0.0,382.8901899081396,393.0481719762675,421.70745325547296,420.5857558976609
2017-12-02 04:00:00,2017-12-02,Canonical LightGBM,411.0,409.8924440933406,10.693311804320274,0.0,393.0481719762675,403.19273828587257,421.6933118043203,420.5857558976609
2017-12-02 05:00:00,2017-12-02,Canonical LightGBM,409.0,409.6717491269976,10.914006770663264,0.0,403.19273828587257,413.54667422401104,419.91400677066326,420.5857558976609
2017-12-02 06:00:00,2017-12-02,Canonical LightGBM,412.0,410.0001640434845,10.585591854176357,0.0,413.54667422401104,423.5890484160477,422.58559185417636,420.5857558976609
2017-12-02 07:00:00,2017-12-02,Canonical LightGBM,410.0,408.7837836709561,11.801972226704777,0.0,423.5890484160477,434.78538235157856,421.8019722267048,420.5857558976609
2017-12-02 08:00:00,2017-12-02,Canonical LightGBM,409.0,410.7468041460516,9.838951751609272,0.0,434.78538235157856,444.11943154865514,418.8389517516093,420.5857558976609
2017-12-02 09:00:00,2017-12-02,Canonical LightGBM,408.0,415.7648466231416,4.820909274519295,0.0,444.11943154865514,448.6929476588084,412.8209092745193,420.5857558976609
2017-12-02 10:00:00,2017-12-02,Canonical LightGBM,417.0,419.862828449441,0.7229274482198775,0.0,448.6929476588084,449.37877685463627,417.7229274482199,420.5857558976609
2017-12-02 11:00:00,2017-12-02,Canonical LightGBM,421.0,425.9390253979571,0.0,5.353269500296221,449.37877685463627,443.7359353380871,415.6467304997038,420.5857558976609
