date,method,lambda,alpha,scenario_count,residual_block_count,negative_values_clipped,sampled_indices_sha256,scenario_min_load,scenario_max_load,scenario_expected_peak,scenario_cvar_peak,stage
2017-12-01,robust_lambda_1,1.0000000000,0.9000000000,100,30,0,4c61bdbb8c56582fb5f1de2187f17c097b8d1cb2b84218c0c6be27060c528ccb,379.3474180027,810.4369023300,461.7961613262,535.3565787312,validation_selection
2017-11-02,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,d0dbb367106e6d0c4a492dbc468ee77065fea5bf289652ca8335940f4e51bd74,380.1379203663,811.2274046936,465.8563038946,500.0670335317,validation_selection
2017-11-03,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,9bf981bf3ee19680c9836771015db30e0763455415d044ed81920f7e9e153737,378.2862668586,809.3757511859,465.2505310518,529.9249681054,validation_selection
2017-11-04,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,c26be4ca86b4872ac4b8a3e218ff3354a7b508ffd20e878666860e5e859522aa,364.8928841409,806.0221945965,439.9910118234,482.8621264382,validation_selection
2017-11-05,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,21b79d3ef63370cf551a41e769c05d5094b1d4452150e57736e14030071500a6,360.7690309698,807.0000000000,443.9260637000,534.8438227241,validation_selection
2017-11-06,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,ca41ee442837a0fb409e21869518fb371c9537046adb0afc21894d59ebab6e2b,382.8758770907,842.0894843273,462.5732638526,620.3855851785,validation_selection
2017-11-07,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,ee636a47be34d1e0cddd6d008931ec8ca12f9f5fb0c70586754ecd8290662841,382.3236369246,813.4131212518,477.5491714300,553.8493105554,validation_selection
2017-11-08,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,1a4e52def0b92efe9dd3edb73f854f9bc4769fdff44ba12c3c46bd81908e35e9,397.3944968596,828.7250986108,474.0942169718,494.8774333714,validation_selection
2017-11-09,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,b616c864ef4a6fce30af0f19121a010fe8ed3a90aa2907b53234612f8b71f46f,398.3953917278,830.2631094414,479.2587948062,598.6005067136,validation_selection
2017-11-10,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,b7cdbce94cda00a19505661230bdce68dad5822f75494beb156da6e24befbaaa,382.8396147582,813.9290990855,475.5486139172,553.2313997123,validation_selection
2017-11-11,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,879057dd83e8ac775b5dfc8415692acb7a0f7408d3c85c368550ca57cf856300,377.0589330255,811.2639616091,451.1557064249,489.1348441955,validation_selection
2017-11-12,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,a615ce48625555050770956be892a11656ceb58b6cea1ae433c7e1df91623bbb,366.8662190073,811.9339739114,449.3030724469,503.5043660401,validation_selection
2017-11-13,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,fef5285570f1f5d1239740e1c0040d57849192b7cf494ef40fbedbfd61ccc30f,383.7542736018,814.8437579291,469.4115278019,503.6740170366,validation_selection
2017-11-14,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,d3f723ae6ebe4dece7ee0f9c00809a106ff44974da2320e842dc729c1f9e626a,382.4420349933,813.5315193205,476.3484112841,556.9674700464,validation_selection
2017-11-15,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,ff01f1f1b68682257153fb99b6225fb47dbe33620698f31a40b735f293facbbb,387.1057986565,818.1952829837,479.1385828345,527.1695346424,validation_selection
2017-11-16,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,00288f5d019b6a997fbb64313a389364b886ae92f94674ac57c10b666e1681a2,386.4932399123,817.5827242396,478.7241014505,556.5389768890,validation_selection
2017-11-17,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,fe2a72033d3a3cdf73df31943d2821b3d160aff7b8ea8de5cef097c4f8b9827b,380.9718916250,812.0613759523,471.1152048638,504.7992579435,validation_selection
2017-11-18,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,ba34045b6391cad3c03bf1aa6e1cfe435d67ec3f5e200dd0f8b134c4cb08ebd9,376.0070384331,815.3323520341,456.1863553658,543.5678592043,validation_selection
2017-11-19,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,5449bd2d7b1901d526908f12dcf4f82c36f30ff87d850dd333d1ad64134e3acc,363.3792834464,814.9515343627,438.6203977559,484.2522901559,validation_selection
2017-11-20,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,e3bbebf5dd88f3a590ed89597a5e73e936195d0f4aa897021f2c5b56999c662b,382.7746912461,813.8641755733,473.5904888606,583.2493643245,validation_selection
2017-11-21,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,253d2f933ee66eacd61f5490ef811e6e79628e3f8065c39678243817e14e13bb,388.4085055274,819.4979898547,477.2704280442,525.6960129753,validation_selection
2017-11-22,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,661bc727be71d8edaa3e33568ece41dcba5e83f5a51d4a7f15021710b06a4fec,387.5853653061,818.6748496333,478.1411162213,529.7494717341,validation_selection
2017-11-23,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,931771aca333a1c5899c673b62d92ab32b17b396510d27397dcae75f3c021fba,397.8106831967,828.9001675239,474.1599944059,514.4652147340,validation_selection
2017-11-24,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,21814eac795e36fbba04e5fc024883245775e63b43688e1644c7992c1851b71e,374.2179774508,812.9040711171,453.3012715097,542.2582950403,validation_selection
2017-11-25,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,005a041732f29605c638a31f881d1949b004a612dedf73ce016ad269a6a83e2a,366.3815161930,810.3395584344,444.5845770071,466.1853353397,validation_selection
2017-11-26,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,a4cebfda7b387a30ef6a72c4af89e7ffa8ca5ca3433ffc38009397d05229e7c5,365.6693618798,809.8247892502,448.9978653445,502.8036265849,validation_selection
2017-11-27,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,761cab3b51ec5d5b59e2b85ac206992ba1834ecaff86171c02911d0bcd6d0d0d,376.5106060038,811.0300131194,459.4231402002,560.8962875427,validation_selection
2017-11-28,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,73dce5ed42a33a9d0fefab32153fb3a2c71f7d20ef16399876f2b2293a132cd3,388.8630034607,819.9524877880,478.2763218801,591.0015757213,validation_selection
2017-11-29,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,5136e6e28db8175fbce8e7e9644a66543675d46d72fd099bac0a5a57e1ba38a1,385.2671107685,816.3565950958,478.0883015867,511.5527599902,validation_selection
2017-11-30,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,d09735943278a140cfe26c8789cfbcd017ae57fe6376f10dd185e4af08fcbdd7,391.0983341848,822.1878185120,479.7728278206,543.6643473464,validation_selection
2017-12-01,robust_lambda_2,2.0000000000,0.9000000000,100,30,0,4c61bdbb8c56582fb5f1de2187f17c097b8d1cb2b84218c0c6be27060c528ccb,379.3474180027,810.4369023300,465.2741258023,533.0698419521,validation_selection
2017-12-02,LightGBM robust,0.5000000000,0.9000000000,100,30,0,d0dbb367106e6d0c4a492dbc468ee77065fea5bf289652ca8335940f4e51bd74,373.7472397903,815.5283199976,442.6851152850,495.8933880532,test_final_fixed_config
2017-12-03,LightGBM robust,0.5000000000,0.9000000000,100,30,0,9bf981bf3ee19680c9836771015db30e0763455415d044ed81920f7e9e153737,363.5913582329,817.4743047592,441.6993607387,528.0992662314,test_final_fixed_config
2017-12-04,LightGBM robust,0.5000000000,0.9000000000,100,30,0,c26be4ca86b4872ac4b8a3e218ff3354a7b508ffd20e878666860e5e859522aa,381.8867888147,812.9762731420,459.3170176651,506.1508689578,test_final_fixed_config
2017-12-05,LightGBM robust,0.5000000000,0.9000000000,100,30,0,21b79d3ef63370cf551a41e769c05d5094b1d4452150e57736e14030071500a6,388.7293966008,819.8188809280,468.9302659214,560.0836450197,test_final_fixed_config
2017-12-06,LightGBM robust,0.5000000000,0.9000000000,100,30,0,ca41ee442837a0fb409e21869518fb371c9537046adb0afc21894d59ebab6e2b,392.4188710473,823.5083553746,474.2166476020,609.2298585000,test_final_fixed_config
2017-12-07,LightGBM robust,0.5000000000,0.9000000000,100,30,0,ee636a47be34d1e0cddd6d008931ec8ca12f9f5fb0c70586754ecd8290662841,385.0366992538,816.1261835810,466.2611612064,555.7726990591,test_final_fixed_config
2017-12-08,LightGBM robust,0.5000000000,0.9000000000,100,30,0,1a4e52def0b92efe9dd3edb73f854f9bc4769fdff44ba12c3c46bd81908e35e9,381.6099706010,812.6994549283,449.8067348012,501.9930496004,test_final_fixed_config
2017-12-09,LightGBM robust,0.5000000000,0.9000000000,100,30,0,b616c864ef4a6fce30af0f19121a010fe8ed3a90aa2907b53234612f8b71f46f,371.8995786334,815.9727935473,451.0843627672,581.8450191468,test_final_fixed_config
2017-12-10,LightGBM robust,0.5000000000,0.9000000000,100,30,0,b7cdbce94cda00a19505661230bdce68dad5822f75494beb156da6e24befbaaa,364.7508572546,815.9810469838,446.3983687518,544.5756786862,test_final_fixed_config
2017-12-11,LightGBM robust,0.5000000000,0.9000000000,100,30,0,879057dd83e8ac775b5dfc8415692acb7a0f7408d3c85c368550ca57cf856300,383.0015705107,814.0910548379,463.4528369293,510.0628711772,test_final_fixed_config
2017-12-12,LightGBM robust,0.5000000000,0.9000000000,100,30,0,a615ce48625555050770956be892a11656ceb58b6cea1ae433c7e1df91623bbb,385.4078492459,816.4973335731,465.3848420645,526.2605587849,test_final_fixed_config
2017-12-13,LightGBM robust,0.5000000000,0.9000000000,100,30,0,fef5285570f1f5d1239740e1c0040d57849192b7cf494ef40fbedbfd61ccc30f,382.9782286547,814.0677129820,459.1914357177,505.5396343673,test_final_fixed_config
2017-12-14,LightGBM robust,0.5000000000,0.9000000000,100,30,0,d3f723ae6ebe4dece7ee0f9c00809a106ff44974da2320e842dc729c1f9e626a,379.8751697726,810.9646540999,460.1174876388,550.1290645099,test_final_fixed_config
2017-12-15,LightGBM robust,0.5000000000,0.9000000000,100,30,0,ff01f1f1b68682257153fb99b6225fb47dbe33620698f31a40b735f293facbbb,380.3560176791,811.4455020063,455.2045003868,517.7007206294,test_final_fixed_config
2017-12-16,LightGBM robust,0.5000000000,0.9000000000,100,30,0,00288f5d019b6a997fbb64313a389364b886ae92f94674ac57c10b666e1681a2,382.9970675688,814.0865518960,446.3722221432,544.9243119047,test_final_fixed_config
2017-12-17,LightGBM robust,0.5000000000,0.9000000000,100,30,0,fe2a72033d3a3cdf73df31943d2821b3d160aff7b8ea8de5cef097c4f8b9827b,360.9112040580,823.6031733460,439.7693619921,491.6940897991,test_final_fixed_config
2017-12-18,LightGBM robust,0.5000000000,0.9000000000,100,30,0,ba34045b6391cad3c03bf1aa6e1cfe435d67ec3f5e200dd0f8b134c4cb08ebd9,386.7768155825,817.8662999098,466.6215849982,557.1050714248,test_final_fixed_config
2017-12-19,LightGBM robust,0.5000000000,0.9000000000,100,30,0,5449bd2d7b1901d526908f12dcf4f82c36f30ff87d850dd333d1ad64134e3acc,381.8603589660,812.9498432932,458.2558789649,501.3225785693,test_final_fixed_config
2017-12-20,LightGBM robust,0.5000000000,0.9000000000,100,30,0,e3bbebf5dd88f3a590ed89597a5e73e936195d0f4aa897021f2c5b56999c662b,384.2016256892,815.2911100164,469.5923623270,586.7394872781,test_final_fixed_config
2017-12-21,LightGBM robust,0.5000000000,0.9000000000,100,30,0,253d2f933ee66eacd61f5490ef811e6e79628e3f8065c39678243817e14e13bb,385.6041332143,816.6936175415,457.0672957487,520.9267762862,test_final_fixed_config
2017-12-22,LightGBM robust,0.5000000000,0.9000000000,100,30,0,661bc727be71d8edaa3e33568ece41dcba5e83f5a51d4a7f15021710b06a4fec,379.3581174586,810.4476017859,450.3860432324,515.1003000325,test_final_fixed_config
2017-12-23,LightGBM robust,0.5000000000,0.9000000000,100,30,0,931771aca333a1c5899c673b62d92ab32b17b396510d27397dcae75f3c021fba,361.1349872273,820.1454367664,439.4019240909,490.3594978099,test_final_fixed_config
2017-12-24,LightGBM robust,0.5000000000,0.9000000000,100,30,0,21814eac795e36fbba04e5fc024883245775e63b43688e1644c7992c1851b71e,365.5483778762,825.8261535074,449.2683499662,551.8189901668,test_final_fixed_config
2017-12-25,LightGBM robust,0.5000000000,0.9000000000,100,30,0,005a041732f29605c638a31f881d1949b004a612dedf73ce016ad269a6a83e2a,388.8071921558,819.8966764831,450.3613795270,502.9524836912,test_final_fixed_config
2017-12-26,LightGBM robust,0.5000000000,0.9000000000,100,30,0,a4cebfda7b387a30ef6a72c4af89e7ffa8ca5ca3433ffc38009397d05229e7c5,378.1089911252,813.7894975450,453.1381352055,517.2531498249,test_final_fixed_config
2017-12-27,LightGBM robust,0.5000000000,0.9000000000,100,30,0,761cab3b51ec5d5b59e2b85ac206992ba1834ecaff86171c02911d0bcd6d0d0d,373.4206895074,827.9059012957,457.4275928910,574.9153440834,test_final_fixed_config
2017-12-28,LightGBM robust,0.5000000000,0.9000000000,100,30,0,73dce5ed42a33a9d0fefab32153fb3a2c71f7d20ef16399876f2b2293a132cd3,378.2156877381,818.1016386489,458.2535614810,585.1073218736,test_final_fixed_config
2017-12-29,LightGBM robust,0.5000000000,0.9000000000,100,30,0,5136e6e28db8175fbce8e7e9644a66543675d46d72fd099bac0a5a57e1ba38a1,371.7920693761,821.0032524614,444.8501487348,498.0067917195,test_final_fixed_config
2017-12-30,LightGBM robust,0.5000000000,0.9000000000,100,30,0,d09735943278a140cfe26c8789cfbcd017ae57fe6376f10dd185e4af08fcbdd7,361.7497879577,824.7273566139,444.0091277370,531.0563273404,test_final_fixed_config
2017-12-31,LightGBM robust,0.5000000000,0.9000000000,100,30,0,4c61bdbb8c56582fb5f1de2187f17c097b8d1cb2b84218c0c6be27060c528ccb,357.0992828460,822.4647216987,440.4094201304,527.2737842116,test_final_fixed_config
