timestamp,date,method,actual_load,forecast_load,charge,discharge,battery_power,soc_start,soc_end,soc,realized_grid_load,scenario_expected_peak,scenario_cvar_peak,solver_status
2017-12-03 12:00:00,2017-12-03,LightGBM robust,419.0000000000,416.0777008312,3.7827621473,0.0000000000,3.7827621473,324.1682364780,327.7568797476,327.7568797476,422.7827621473,441.6993607387,528.0992662314,0: optimal
2017-12-03 13:00:00,2017-12-03,LightGBM robust,420.0000000000,418.4360692490,6.6599992637,0.0000000000,6.6599992637,327.7568797476,334.0751098141,334.0751098141,426.6599992637,441.6993607387,528.0992662314,0: optimal
2017-12-03 14:00:00,2017-12-03,LightGBM robust,424.0000000000,423.3785231415,0.0000000000,1.1349578328,-1.1349578328,334.0751098141,332.8787592141,332.8787592141,422.8650421672,441.6993607387,528.0992662314,0: optimal
2017-12-03 15:00:00,2017-12-03,LightGBM robust,432.0000000000,424.1445099146,0.0000000000,5.4780028100,-5.4780028100,332.8787592141,327.1044372446,327.1044372446,426.5219971900,441.6993607387,528.0992662314,0: optimal
2017-12-03 16:00:00,2017-12-03,LightGBM robust,431.0000000000,425.2198795944,0.0000000000,2.1808451134,-2.1808451134,327.1044372446,324.8056246505,324.8056246505,428.8191548866,441.6993607387,528.0992662314,0: optimal
2017-12-03 17:00:00,2017-12-03,LightGBM robust,430.0000000000,422.4562099407,0.8433843284,0.0000000000,0.8433843284,324.8056246505,325.6057292767,325.6057292767,430.8433843284,441.6993607387,528.0992662314,0: optimal
2017-12-03 18:00:00,2017-12-03,LightGBM robust,427.0000000000,422.0151312411,0.5908284848,0.0000000000,0.5908284848,325.6057292767,326.1662383922,326.1662383922,427.5908284848,441.6993607387,528.0992662314,0: optimal
2017-12-03 19:00:00,2017-12-03,LightGBM robust,429.0000000000,419.2942449918,5.5226588244,0.0000000000,5.5226588244,326.1662383922,331.4054925797,331.4054925797,434.5226588244,441.6993607387,528.0992662314,0: optimal
2017-12-03 20:00:00,2017-12-03,LightGBM robust,424.0000000000,415.4549192515,6.6631856469,0.0000000000,6.6631856469,331.4054925797,337.7267455148,337.7267455148,430.6631856469,441.6993607387,528.0992662314,0: optimal
2017-12-03 21:00:00,2017-12-03,LightGBM robust,418.0000000000,415.2707616115,9.3855872826,0.0000000000,9.3855872826,337.7267455148,346.6306954121,346.6306954121,427.3855872826,441.6993607387,528.0992662314,0: optimal
2017-12-03 22:00:00,2017-12-03,LightGBM robust,420.0000000000,415.0455526443,10.3632772096,0.0000000000,10.3632772096,346.6306954121,356.4621634139,356.4621634139,430.3632772096,441.6993607387,528.0992662314,0: optimal
2017-12-03 23:00:00,2017-12-03,LightGBM robust,418.0000000000,412.2262775334,10.4635407471,0.0000000000,10.4635407471,356.4621634139,366.3887497592,366.3887497592,428.4635407471,441.6993607387,528.0992662314,0: optimal
2017-12-04 00:00:00,2017-12-04,LightGBM robust,413.0000000000,412.1637511157,38.7515788239,0.0000000000,38.7515788239,366.3887497592,403.1517253625,403.1517253625,451.7515788239,459.3170176651,506.1508689578,0: optimal
2017-12-04 01:00:00,2017-12-04,LightGBM robust,412.0000000000,413.9445633064,35.8584700160,0.0000000000,35.8584700160,403.1517253625,437.1700569603,437.1700569603,447.8584700160,459.3170176651,506.1508689578,0: optimal
2017-12-04 02:00:00,2017-12-04,LightGBM robust,412.0000000000,413.1171778932,0.0000000000,183.1943748796,-183.1943748796,437.1700569603,244.0662305769,244.0662305769,228.8056251204,459.3170176651,506.1508689578,0: optimal
