date,controller,battery_size,original_peak,realized_peak,peak_reduction,peak_reduction_pct,total_charge,total_discharge,throughput,initial_soc,initial_soc_error,terminal_soc,terminal_soc_error,forecast_peak,solver_status
2017-12-10,Persistence,Small,429.0000000000,424.2444444444,4.7555555556,1.1085211085,78.6666666667,70.8000000000,149.4666666667,183.1943748796,0.0000000000,183.1943748796,0.0000000000,416.2444444444,0: optimal
2017-12-11,Persistence,Small,469.0000000000,466.8421052632,2.1578947368,0.4601054876,92.1052631579,82.8947368421,175.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,415.8421052632,0: optimal
2017-12-12,Persistence,Small,468.0000000000,449.0448607146,18.9551392854,4.0502434371,210.6625039651,189.5962535686,400.2587575337,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.0448607146,0: optimal
2017-12-13,Persistence,Small,477.0000000000,454.6812680150,22.3187319850,4.6789794518,200.2081331667,180.1873198500,380.3954530168,183.1943748796,0.0000000000,183.1943748796,0.0000000000,440.6812680150,0: optimal
2017-12-14,Persistence,Small,471.0000000000,455.8147019844,15.1852980156,3.2240547804,220.7418690445,198.6676821400,419.4095511845,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.8147019844,0: optimal
2017-12-15,Persistence,Small,476.0000000000,450.7106797797,25.2893202203,5.3128823992,194.3257802255,174.8932022030,369.2189824285,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.7106797797,0: optimal
2017-12-16,Persistence,Small,425.0000000000,437.0196477781,-12.0196477781,-2.8281524184,217.5812999971,195.8231699974,413.4044699945,183.1943748796,0.0000000000,183.1943748796,0.0000000000,441.0196477781,0: optimal
2017-12-17,Persistence,Small,423.0000000000,416.1504424779,6.8495575221,1.6192807381,76.1061946903,68.4955752212,144.6017699115,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.1504424779,0: optimal
2017-12-18,Persistence,Small,462.0000000000,457.3612334802,4.6387665198,1.0040620173,76.6960352423,69.0264317181,145.7224669604,183.1943748796,0.0000000000,183.1943748796,0.0000000000,411.3612334802,0: optimal
2017-12-19,Persistence,Small,467.0000000000,454.5415621326,12.4584378674,2.6677597146,190.6493096373,171.5843786736,362.2336883109,183.1943748796,0.0000000000,183.1943748796,0.0000000000,437.5415621326,0: optimal
2017-12-20,Persistence,Small,461.0000000000,444.9312680150,16.0687319850,3.4856251594,195.2081331667,175.6873198500,370.8954530168,183.1943748796,0.0000000000,183.1943748796,0.0000000000,442.9312680150,0: optimal
2017-12-21,Persistence,Small,460.0000000000,438.7743362832,21.2256637168,4.6142747210,195.8407079646,176.2566371681,372.0973451327,183.1943748796,0.0000000000,183.1943748796,0.0000000000,435.7743362832,0: optimal
2017-12-22,Persistence,Small,444.0000000000,443.8733755477,0.1266244523,0.0285190208,207.1031877499,186.3928689749,393.4960567249,183.1943748796,0.0000000000,183.1943748796,0.0000000000,432.8733755477,0: optimal
2017-12-23,Persistence,Small,400.0000000000,415.9288888889,-15.9288888889,-3.9822222222,172.9333333333,155.6400000000,328.5733333333,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.9288888889,0: optimal
2017-12-24,Persistence,Small,395.0000000000,397.1409691630,-2.1409691630,-0.5420175096,63.8325991189,57.4493392070,121.2819383260,183.1943748796,0.0000000000,183.1943748796,0.0000000000,391.1409691630,0: optimal
2017-12-25,Persistence,Small,390.0000000000,389.8333333333,0.1666666667,0.0427350427,30.0000000000,27.0000000000,57.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,389.8333333333,0: optimal
2017-12-26,Persistence,Small,400.0000000000,395.8991228070,4.1008771930,1.0252192982,25.7894736842,23.2105263158,49.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,385.8991228070,0: optimal
2017-12-27,Persistence,Small,426.0000000000,417.2522123894,8.7477876106,2.0534712701,80.5309734513,72.4778761062,153.0088495575,183.1943748796,0.0000000000,183.1943748796,0.0000000000,388.2522123894,0: optimal
2017-12-28,Persistence,Small,427.0000000000,433.3175972659,-6.3175972659,-1.4795309756,156.1182556386,140.5064300747,296.6246857133,183.1943748796,0.0000000000,183.1943748796,0.0000000000,404.3175972659,0: optimal
2017-12-29,Persistence,Small,430.0000000000,415.9956140351,14.0043859649,3.2568339453,128.9473684211,116.0526315789,245.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,411.9956140351,0: optimal
2017-12-30,Persistence,Small,411.0000000000,418.1858407080,-7.1858407080,-1.7483797343,134.6017699115,121.1415929204,255.7433628319,183.1943748796,0.0000000000,183.1943748796,0.0000000000,410.1858407080,0: optimal
2017-12-31,Persistence,Small,404.0000000000,405.4513274336,-1.4513274336,-0.3592394638,38.3185840708,34.4867256637,72.8053097345,183.1943748796,0.0000000000,183.1943748796,0.0000000000,405.4513274336,0: optimal
2017-12-02,LightGBM,Small,426.0000000000,427.0752601127,-1.0752601127,-0.2524084772,127.1652521461,114.4487269315,241.6139790777,183.1943748796,0.0000000000,183.1943748796,0.0000000000,420.0730949597,0: optimal
2017-12-03,LightGBM,Small,432.0000000000,422.8470098289,9.1529901711,2.1187477248,85.0537355793,76.5483620214,161.6020976007,183.1943748796,0.0000000000,183.1943748796,0.0000000000,413.4939687459,0: optimal
2017-12-04,LightGBM,Small,465.0000000000,451.3453368471,13.6546631529,2.9364866995,200.8377840379,180.7540056341,381.5917896720,183.1943748796,0.0000000000,183.1943748796,0.0000000000,438.3964831236,0: optimal
2017-12-05,LightGBM,Small,471.0000000000,453.0769357234,17.9230642766,3.8053215025,198.0991136934,178.2892023241,376.3883160175,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.5750482072,0: optimal
2017-12-06,LightGBM,Small,475.0000000000,455.6943423779,19.3056576221,4.0643489731,203.2367931608,182.9131138447,386.1499070056,183.1943748796,0.0000000000,183.1943748796,0.0000000000,446.4815086403,0: optimal
2017-12-07,LightGBM,Small,483.0000000000,452.6054375307,30.3945624693,6.2928700765,214.5995789929,193.1396210936,407.7392000866,183.1943748796,0.0000000000,183.1943748796,0.0000000000,446.5605848025,0: optimal
2017-12-08,LightGBM,Small,483.0000000000,455.8495454850,27.1504545150,5.6212121149,230.7763276118,207.6986948506,438.4750224624,183.1943748796,0.0000000000,183.1943748796,0.0000000000,442.6698808723,0: optimal
2017-12-09,LightGBM,Small,432.0000000000,423.6828967178,8.3171032822,1.9252553894,108.2228746076,97.4005871468,205.6234617544,183.1943748796,0.0000000000,183.1943748796,0.0000000000,418.8652609737,0: optimal
2017-12-10,LightGBM,Small,429.0000000000,424.1932132151,4.8067867849,1.1204631200,80.9977745655,72.8979971090,153.8957716745,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.9026783443,0: optimal
2017-12-11,LightGBM,Small,469.0000000000,449.0162926218,19.9837073782,4.2609184175,206.6548922398,185.9894030158,392.6442952556,183.1943748796,0.0000000000,183.1943748796,0.0000000000,442.3531998113,0: optimal
2017-12-12,LightGBM,Small,468.0000000000,444.8480320392,23.1519679608,4.9470017010,208.3982521476,187.5584269329,395.9566790805,183.1943748796,0.0000000000,183.1943748796,0.0000000000,444.0864179770,0: optimal
2017-12-13,LightGBM,Small,477.0000000000,454.6341288965,22.3658711035,4.6888618666,192.6807335679,173.4126602111,366.0933937791,183.1943748796,0.0000000000,183.1943748796,0.0000000000,440.7197430497,0: optimal
2017-12-14,LightGBM,Small,471.0000000000,451.6934689552,19.3065310448,4.0990511772,206.6651803103,185.9986622793,392.6638425896,183.1943748796,0.0000000000,183.1943748796,0.0000000000,442.9642563429,0: optimal
2017-12-15,LightGBM,Small,476.0000000000,450.0000000000,26.0000000000,5.4621848739,207.7626171036,186.9863553932,394.7489724968,183.1943748796,0.0000000000,183.1943748796,0.0000000000,438.2711274358,0: optimal
2017-12-16,LightGBM,Small,425.0000000000,418.7640487134,6.2359512866,1.4672826557,109.8573125018,98.8715812517,208.7288937535,183.1943748796,0.0000000000,183.1943748796,0.0000000000,417.2644408424,0: optimal
2017-12-17,LightGBM,Small,423.0000000000,417.0710256459,5.9289743541,1.4016487835,54.9181064545,49.4262958090,104.3444022635,183.1943748796,0.0000000000,183.1943748796,0.0000000000,410.0747160691,0: optimal
2017-12-18,LightGBM,Small,462.0000000000,442.3128545896,19.6871454104,4.2612868854,191.2956059211,172.1660453290,363.4616512500,183.1943748796,0.0000000000,183.1943748796,0.0000000000,438.0398663140,0: optimal
2017-12-19,LightGBM,Small,467.0000000000,451.1434978388,15.8565021612,3.3953966084,187.7245640266,168.9521076239,356.6766716506,183.1943748796,0.0000000000,183.1943748796,0.0000000000,436.5557878378,0: optimal
2017-12-20,LightGBM,Small,461.0000000000,446.3043995598,14.6956004402,3.1877658222,188.6159203127,169.7543282814,358.3702485941,183.1943748796,0.0000000000,183.1943748796,0.0000000000,440.5627867604,0: optimal
2017-12-21,LightGBM,Small,460.0000000000,439.4351157216,20.5648842784,4.4706270170,189.7276066333,170.7548459700,360.4824526033,183.1943748796,0.0000000000,183.1943748796,0.0000000000,436.4933410042,0: optimal
2017-12-22,LightGBM,Small,444.0000000000,441.6676990195,2.3323009805,0.5252930136,195.0394676838,175.5355209154,370.5749885993,183.1943748796,0.0000000000,183.1943748796,0.0000000000,428.2160322087,0: optimal
2017-12-23,LightGBM,Small,400.0000000000,398.0538801931,1.9461198069,0.4865299517,79.3302757438,71.3972481694,150.7275239132,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.6232924680,0: optimal
2017-12-24,LightGBM,Small,395.0000000000,395.1001150393,-0.1001150393,-0.0253455796,42.5489141176,38.2940227058,80.8429368234,183.1943748796,0.0000000000,183.1943748796,0.0000000000,417.9011701029,0: optimal
2017-12-25,LightGBM,Small,390.0000000000,408.6640376277,-18.6640376277,-4.7856506738,185.2773775273,166.7496397746,352.0270173019,183.1943748796,0.0000000000,183.1943748796,0.0000000000,438.1930666094,0: optimal
2017-12-26,LightGBM,Small,400.0000000000,401.9931779201,-1.9931779201,-0.4982944800,125.5540191875,112.9986172688,238.5526364563,183.1943748796,0.0000000000,183.1943748796,0.0000000000,433.2850313032,0: optimal
2017-12-27,LightGBM,Small,426.0000000000,426.4451887767,-0.4451887767,-0.1045044077,31.3257821931,28.1932039738,59.5189861670,183.1943748796,0.0000000000,183.1943748796,0.0000000000,433.4031909193,0: optimal
2017-12-28,LightGBM,Small,427.0000000000,428.8743022740,-1.8743022740,-0.4389466684,56.7443692098,51.0699322888,107.8143014986,183.1943748796,0.0000000000,183.1943748796,0.0000000000,427.9490783094,0: optimal
2017-12-29,LightGBM,Small,430.0000000000,423.6168397793,6.3831602207,1.4844558653,53.4972202232,48.1474982009,101.6447184241,183.1943748796,0.0000000000,183.1943748796,0.0000000000,421.5945218757,0: optimal
2017-12-30,LightGBM,Small,411.0000000000,412.7162280326,-1.7162280326,-0.4175737306,30.9981654969,27.8983489472,58.8965144441,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.7788622032,0: optimal
2017-12-31,LightGBM,Small,404.0000000000,406.2059178860,-2.2059178860,-0.5460192787,23.0288985035,20.7260086531,43.7549071566,183.1943748796,0.0000000000,183.1943748796,0.0000000000,408.6428785605,0: optimal
2017-12-02,Oracle,Small,426.0000000000,416.0176211454,9.9823788546,2.3432814213,64.2290748899,57.8061674009,122.0352422907,183.1943748796,0.0000000000,183.1943748796,0.0000000000,416.0176211454,0: optimal
2017-12-03,Oracle,Small,432.0000000000,417.8201754386,14.1798245614,3.2823667966,86.8421052632,78.1578947368,165.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,417.8201754386,0: optimal
2017-12-04,Oracle,Small,465.0000000000,441.3830901578,23.6169098422,5.0789053424,174.6323315801,157.1690984221,331.8014300022,183.1943748796,0.0000000000,183.1943748796,0.0000000000,441.3830901578,0: optimal
2017-12-05,Oracle,Small,471.0000000000,444.8319090554,26.1680909446,5.5558579500,202.9787882730,182.6809094457,385.6596977187,183.1943748796,0.0000000000,183.1943748796,0.0000000000,444.8319090554,0: optimal
2017-12-06,Oracle,Small,475.0000000000,443.8503856621,31.1496143379,6.5578135448,223.8846037550,201.4961433795,425.3807471344,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.8503856621,0: optimal
2017-12-07,Oracle,Small,483.0000000000,447.8062680150,35.1937319850,7.2864869534,227.7081331667,204.9373198500,432.6454530168,183.1943748796,0.0000000000,183.1943748796,0.0000000000,447.8062680150,0: optimal
2017-12-08,Oracle,Small,483.0000000000,446.5529811114,36.4470188886,7.5459666436,242.2479666638,218.0231699974,460.2711366611,183.1943748796,0.0000000000,183.1943748796,0.0000000000,446.5529811114,0: optimal
2017-12-09,Oracle,Small,432.0000000000,416.2444444444,15.7555555556,3.6471193416,78.6666666667,70.8000000000,149.4666666667,183.1943748796,0.0000000000,183.1943748796,0.0000000000,416.2444444444,0: optimal
2017-12-10,Oracle,Small,429.0000000000,415.8421052632,13.1578947368,3.0671083303,92.1052631579,82.8947368421,175.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,415.8421052632,0: optimal
2017-12-11,Oracle,Small,469.0000000000,443.0448607146,25.9551392854,5.5341448370,210.6625039651,189.5962535686,400.2587575337,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.0448607146,0: optimal
2017-12-12,Oracle,Small,468.0000000000,440.6812680150,27.3187319850,5.8373358942,200.2081331667,180.1873198500,380.3954530168,183.1943748796,0.0000000000,183.1943748796,0.0000000000,440.6812680150,0: optimal
2017-12-13,Oracle,Small,477.0000000000,443.8147019844,33.1852980156,6.9570855379,220.7418690445,198.6676821400,419.4095511845,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.8147019844,0: optimal
2017-12-14,Oracle,Small,471.0000000000,443.7106797797,27.2893202203,5.7939108748,194.3257802255,174.8932022030,369.2189824285,183.1943748796,0.0000000000,183.1943748796,0.0000000000,443.7106797797,0: optimal
2017-12-15,Oracle,Small,476.0000000000,441.0196477781,34.9803522219,7.3488134920,217.5812999971,195.8231699974,413.4044699945,183.1943748796,0.0000000000,183.1943748796,0.0000000000,441.0196477781,0: optimal
2017-12-16,Oracle,Small,425.0000000000,412.1504424779,12.8495575221,3.0234252993,76.1061946903,68.4955752212,144.6017699115,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.1504424779,0: optimal
2017-12-17,Oracle,Small,423.0000000000,411.3612334802,11.6387665198,2.7514814468,76.6960352423,69.0264317181,145.7224669604,183.1943748796,0.0000000000,183.1943748796,0.0000000000,411.3612334802,0: optimal
2017-12-18,Oracle,Small,462.0000000000,437.5415621326,24.4584378674,5.2940341704,190.6493096373,171.5843786736,362.2336883109,183.1943748796,0.0000000000,183.1943748796,0.0000000000,437.5415621326,0: optimal
2017-12-19,Oracle,Small,467.0000000000,442.9312680150,24.0687319850,5.1539040653,195.2081331667,175.6873198500,370.8954530168,183.1943748796,0.0000000000,183.1943748796,0.0000000000,442.9312680150,0: optimal
2017-12-20,Oracle,Small,461.0000000000,435.7743362832,25.2256637168,5.4719444071,195.8407079646,176.2566371681,372.0973451327,183.1943748796,0.0000000000,183.1943748796,0.0000000000,435.7743362832,0: optimal
2017-12-21,Oracle,Small,460.0000000000,432.8733755477,27.1266244523,5.8970922722,207.1031877499,186.3928689749,393.4960567249,183.1943748796,0.0000000000,183.1943748796,0.0000000000,432.8733755477,0: optimal
2017-12-22,Oracle,Small,444.0000000000,412.9288888889,31.0711111111,6.9979979980,172.9333333333,155.6400000000,328.5733333333,183.1943748796,0.0000000000,183.1943748796,0.0000000000,412.9288888889,0: optimal
2017-12-23,Oracle,Small,400.0000000000,391.1409691630,8.8590308370,2.2147577093,63.8325991189,57.4493392070,121.2819383260,183.1943748796,0.0000000000,183.1943748796,0.0000000000,391.1409691630,0: optimal
2017-12-24,Oracle,Small,395.0000000000,389.8333333333,5.1666666667,1.3080168776,30.0000000000,27.0000000000,57.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,389.8333333333,0: optimal
2017-12-25,Oracle,Small,390.0000000000,385.8991228070,4.1008771930,1.0515069726,25.7894736842,23.2105263158,49.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,385.8991228070,0: optimal
2017-12-26,Oracle,Small,400.0000000000,388.2522123894,11.7477876106,2.9369469027,80.5309734513,72.4778761062,153.0088495575,183.1943748796,0.0000000000,183.1943748796,0.0000000000,388.2522123894,0: optimal
2017-12-27,Oracle,Small,426.0000000000,404.3175972659,21.6824027341,5.0897659000,156.1182556386,140.5064300747,296.6246857133,183.1943748796,0.0000000000,183.1943748796,0.0000000000,404.3175972659,0: optimal
2017-12-28,Oracle,Small,427.0000000000,411.9956140351,15.0043859649,3.5139077201,128.9473684211,116.0526315789,245.0000000000,183.1943748796,0.0000000000,183.1943748796,0.0000000000,411.9956140351,0: optimal
2017-12-29,Oracle,Small,430.0000000000,410.1858407080,19.8141592920,4.6079440214,134.6017699115,121.1415929204,255.7433628319,183.1943748796,0.0000000000,183.1943748796,0.0000000000,410.1858407080,0: optimal
2017-12-30,Oracle,Small,411.0000000000,405.4513274336,5.5486725664,1.3500419870,38.3185840708,34.4867256637,72.8053097345,183.1943748796,0.0000000000,183.1943748796,0.0000000000,405.4513274336,0: optimal
2017-12-31,Oracle,Small,404.0000000000,400.2035398230,3.7964601770,0.9397178656,18.8495575221,16.9646017699,35.8141592920,183.1943748796,0.0000000000,183.1943748796,0.0000000000,400.2035398230,0: optimal
2017-12-02,Persistence,Large,426.0000000000,450.1453744493,-24.1453744493,-5.6679282745,284.8898678414,256.4008810573,541.2907488987,732.7774995184,0.0000000000,732.7774995184,0.0000000000,441.1453744493,0: optimal
2017-12-03,Persistence,Large,432.0000000000,427.0176211454,4.9823788546,1.1533284386,64.2290748899,57.8061674009,122.0352422907,732.7774995184,0.0000000000,732.7774995184,0.0000000000,416.0176211454,0: optimal
2017-12-04,Persistence,Large,465.0000000000,459.8201754386,5.1798245614,1.1139407659,86.8421052632,78.1578947368,165.0000000000,732.7774995184,0.0000000000,732.7774995184,0.0000000000,417.8201754386,0: optimal
2017-12-05,Persistence,Large,471.0000000000,454.9868995633,16.0131004367,3.3998090099,276.8558951965,249.1703056769,526.0262008734,732.7774995184,0.0000000000,732.7774995184,0.0000000000,432.9868995633,0: optimal
2017-12-06,Persistence,Large,475.0000000000,453.9559471366,21.0440528634,4.4303269186,249.4273127753,224.4845814978,473.9118942731,732.7774995184,0.0000000000,732.7774995184,0.0000000000,440.9559471366,0: optimal
2017-12-07,Persistence,Large,483.0000000000,449.4247787611,33.5752212389,6.9513915609,261.9469026549,235.7522123894,497.6991150442,732.7774995184,0.0000000000,732.7774995184,0.0000000000,440.4247787611,0: optimal
2017-12-08,Persistence,Large,483.0000000000,448.6150442478,34.3849557522,7.1190384580,307.6106194690,276.8495575221,584.4601769911,732.7774995184,0.0000000000,732.7774995184,0.0000000000,440.6150442478,0: optimal
2017-12-09,Persistence,Large,432.0000000000,441.4493392070,-9.4493392070,-2.1873470387,297.8414096916,268.0572687225,565.8986784141,732.7774995184,0.0000000000,732.7774995184,0.0000000000,441.4493392070,0: optimal
2017-12-10,Persistence,Large,429.0000000000,424.2444444444,4.7555555556,1.1085211085,78.6666666667,70.8000000000,149.4666666667,732.7774995184,0.0000000000,732.7774995184,0.0000000000,416.2444444444,0: optimal
2017-12-11,Persistence,Large,469.0000000000,466.8421052632,2.1578947368,0.4601054876,92.1052631579,82.8947368421,175.0000000000,732.7774995184,0.0000000000,732.7774995184,0.0000000000,415.8421052632,0: optimal
2017-12-12,Persistence,Large,468.0000000000,442.5198237885,25.4801762115,5.4444820965,284.7577092511,256.2819383260,541.0396475771,732.7774995184,0.0000000000,732.7774995184,0.0000000000,436.5198237885,0: optimal
2017-12-13,Persistence,Large,477.0000000000,450.0486725664,26.9513274336,5.6501734662,251.6814159292,226.5132743363,478.1946902655,732.7774995184,0.0000000000,732.7774995184,0.0000000000,436.0486725664,0: optimal
2017-12-14,Persistence,Large,471.0000000000,449.0929203540,21.9070796460,4.6511846382,292.3008849558,263.0707964602,555.3716814159,732.7774995184,0.0000000000,732.7774995184,0.0000000000,437.0929203540,0: optimal
2017-12-15,Persistence,Large,476.0000000000,443.8728070175,32.1271929825,6.7494102904,279.4736842105,251.5263157895,531.0000000000,732.7774995184,0.0000000000,732.7774995184,0.0000000000,436.8728070175,0: optimal
2017-12-16,Persistence,Large,425.0000000000,435.1725663717,-10.1725663717,-2.3935450286,271.4159292035,244.2743362832,515.6902654867,732.7774995184,0.0000000000,732.7774995184,0.0000000000,436.1725663717,0: optimal
2017-12-17,Persistence,Large,423.0000000000,416.1504424779,6.8495575221,1.6192807381,76.1061946903,68.4955752212,144.6017699115,732.7774995184,0.0000000000,732.7774995184,0.0000000000,412.1504424779,0: optimal
2017-12-18,Persistence,Large,462.0000000000,457.3612334802,4.6387665198,1.0040620173,76.6960352423,69.0264317181,145.7224669604,732.7774995184,0.0000000000,732.7774995184,0.0000000000,411.3612334802,0: optimal
2017-12-19,Persistence,Large,467.0000000000,449.0660792952,17.9339207048,3.8402399796,265.8590308370,239.2731277533,505.1321585903,732.7774995184,0.0000000000,732.7774995184,0.0000000000,431.0660792952,0: optimal
2017-12-20,Persistence,Large,461.0000000000,449.9911894273,11.0088105727,2.3880283238,227.8854625551,205.0969162996,432.9823788546,732.7774995184,0.0000000000,732.7774995184,0.0000000000,439.9911894273,0: optimal
2017-12-21,Persistence,Large,460.0000000000,438.7743362832,21.2256637168,4.6142747210,195.8407079646,176.2566371681,372.0973451327,732.7774995184,0.0000000000,732.7774995184,0.0000000000,435.7743362832,0: optimal
2017-12-22,Persistence,Large,444.0000000000,442.0396475771,1.9603524229,0.4415208160,229.5154185022,206.5638766520,436.0792951542,732.7774995184,0.0000000000,732.7774995184,0.0000000000,431.0396475771,0: optimal
2017-12-23,Persistence,Large,400.0000000000,415.9288888889,-15.9288888889,-3.9822222222,172.9333333333,155.6400000000,328.5733333333,732.7774995184,0.0000000000,732.7774995184,0.0000000000,412.9288888889,0: optimal
2017-12-24,Persistence,Large,395.0000000000,397.1409691630,-2.1409691630,-0.5420175096,63.8325991189,57.4493392070,121.2819383260,732.7774995184,0.0000000000,732.7774995184,0.0000000000,391.1409691630,0: optimal
2017-12-25,Persistence,Large,390.0000000000,389.8333333333,0.1666666667,0.0427350427,30.0000000000,27.0000000000,57.0000000000,732.7774995184,0.0000000000,732.7774995184,0.0000000000,389.8333333333,0: optimal
2017-12-26,Persistence,Large,400.0000000000,395.8991228070,4.1008771930,1.0252192982,25.7894736842,23.2105263158,49.0000000000,732.7774995184,0.0000000000,732.7774995184,0.0000000000,385.8991228070,0: optimal
2017-12-27,Persistence,Large,426.0000000000,417.2522123894,8.7477876106,2.0534712701,80.5309734513,72.4778761062,153.0088495575,732.7774995184,0.0000000000,732.7774995184,0.0000000000,388.2522123894,0: optimal
2017-12-28,Persistence,Large,427.0000000000,431.8165938865,-4.8165938865,-1.1280079359,175.9825327511,158.3842794760,334.3668122271,732.7774995184,0.0000000000,732.7774995184,0.0000000000,402.8165938865,0: optimal
2017-12-29,Persistence,Large,430.0000000000,415.9956140351,14.0043859649,3.2568339453,128.9473684211,116.0526315789,245.0000000000,732.7774995184,0.0000000000,732.7774995184,0.0000000000,411.9956140351,0: optimal
2017-12-30,Persistence,Large,411.0000000000,418.1858407080,-7.1858407080,-1.7483797343,134.6017699115,121.1415929204,255.7433628319,732.7774995184,0.0000000000,732.7774995184,0.0000000000,410.1858407080,0: optimal
2017-12-31,Persistence,Large,404.0000000000,405.4513274336,-1.4513274336,-0.3592394638,38.3185840708,34.4867256637,72.8053097345,732.7774995184,0.0000000000,732.7774995184,0.0000000000,405.4513274336,0: optimal
2017-12-02,LightGBM,Large,426.0000000000,427.0752601127,-1.0752601127,-0.2524084772,127.1652521461,114.4487269315,241.6139790777,732.7774995184,0.0000000000,732.7774995184,0.0000000000,420.0730949597,0: optimal
2017-12-03,LightGBM,Large,432.0000000000,422.8470098289,9.1529901711,2.1187477248,85.0537355793,76.5483620214,161.6020976007,732.7774995184,0.0000000000,732.7774995184,0.0000000000,413.4939687459,0: optimal
2017-12-04,LightGBM,Large,465.0000000000,445.6629787220,19.3370212780,4.1584991996,265.7667184586,239.1900466127,504.9567650713,732.7774995184,0.0000000000,732.7774995184,0.0000000000,432.7141249985,0: optimal
2017-12-05,LightGBM,Large,471.0000000000,450.9540102204,20.0459897796,4.2560487855,243.1132501627,218.8019251464,461.9151753091,732.7774995184,0.0000000000,732.7774995184,0.0000000000,439.5237759250,0: optimal
2017-12-06,LightGBM,Large,475.0000000000,451.2604385215,23.7395614785,4.9978024165,252.5023915647,227.2521524082,479.7545439729,732.7774995184,0.0000000000,732.7774995184,0.0000000000,442.0476047839,0: optimal
2017-12-07,LightGBM,Large,483.0000000000,448.3542067712,34.6457932288,7.1730420764,261.8354763215,235.6519286894,497.4874050109,732.7774995184,0.0000000000,732.7774995184,0.0000000000,442.3093540429,0: optimal
2017-12-08,LightGBM,Large,483.0000000000,450.1647720908,32.8352279092,6.7981838321,293.9404764364,264.5464287928,558.4869052292,732.7774995184,0.0000000000,732.7774995184,0.0000000000,436.9851074780,0: optimal
2017-12-09,LightGBM,Large,432.0000000000,423.6828967178,8.3171032822,1.9252553894,108.2228746076,97.4005871468,205.6234617544,732.7774995184,0.0000000000,732.7774995184,0.0000000000,418.8652609737,0: optimal
2017-12-10,LightGBM,Large,429.0000000000,424.1932132151,4.8067867849,1.1204631200,80.9977745655,72.8979971090,153.8957716745,732.7774995184,0.0000000000,732.7774995184,0.0000000000,412.9026783443,0: optimal
2017-12-11,LightGBM,Large,469.0000000000,443.6890951678,25.3109048322,5.3967814141,282.1643682028,253.9479313825,536.1122995854,732.7774995184,0.0000000000,732.7774995184,0.0000000000,435.5573469746,0: optimal
2017-12-12,LightGBM,Large,468.0000000000,440.2360154829,27.7639845171,5.9324753242,259.6428805502,233.6785924952,493.3214730453,732.7774995184,0.0000000000,732.7774995184,0.0000000000,439.4744014207,0: optimal
2017-12-13,LightGBM,Large,477.0000000000,450.6663017251,26.3336982749,5.5206914622,237.0052401443,213.3047161298,450.3099562741,732.7774995184,0.0000000000,732.7774995184,0.0000000000,436.7519158784,0: optimal
2017-12-14,LightGBM,Large,471.0000000000,446.2645469436,24.7354530564,5.2516885470,267.7285545715,240.9556991144,508.6842536859,732.7774995184,0.0000000000,732.7774995184,0.0000000000,437.5353343313,0: optimal
2017-12-15,LightGBM,Large,476.0000000000,446.4512446818,29.5487553182,6.2077217055,258.3248194319,232.4923374887,490.8171569207,732.7774995184,0.0000000000,732.7774995184,0.0000000000,433.6092133495,0: optimal
2017-12-16,LightGBM,Large,425.0000000000,418.7640487134,6.2359512866,1.4672826557,109.8573125018,98.8715812517,208.7288937535,732.7774995184,0.0000000000,732.7774995184,0.0000000000,417.2644408424,0: optimal
2017-12-17,LightGBM,Large,423.0000000000,417.0710256459,5.9289743541,1.4016487835,54.9181064545,49.4262958090,104.3444022635,732.7774995184,0.0000000000,732.7774995184,0.0000000000,410.0747160691,0: optimal
2017-12-18,LightGBM,Large,462.0000000000,437.3496797295,24.6503202705,5.3355671581,251.2968877823,226.1671990041,477.4640867864,732.7774995184,0.0000000000,732.7774995184,0.0000000000,433.0766914538,0: optimal
2017-12-19,LightGBM,Large,467.0000000000,449.4873039160,17.5126960840,3.7500419880,206.1267187250,185.5140468525,391.6407655774,732.7774995184,0.0000000000,732.7774995184,0.0000000000,434.8995939149,0: optimal
2017-12-20,LightGBM,Large,461.0000000000,447.1153150212,13.8846849788,3.0118622514,221.5989659661,199.4390693695,421.0380353356,732.7774995184,0.0000000000,732.7774995184,0.0000000000,437.5943126516,0: optimal
