building,split,method,MAE,RMSE,MAPE,bias,actual_p75,peak_quartile_MAE,peak_quartile_bias,daily_peak_hour_MAE,daily_peak_hour_exact_rate,daily_top3_overlap,peak_region_threshold,peak_region_MAE,peak_region_RMSE,normalized_MAE,normalized_RMSE,normalized_peak_region_MAE,normalized_peak_region_RMSE,no_battery_peak,post_dispatch_peak,absolute_peak_reduction,peak_reduction_percentage,mean_daily_peak,worst_10pct_daily_peak,mean_regret_vs_oracle,p90_regret,max_regret,oracle_capture_ratio,battery_throughput,equivalent_full_cycles
Lamb_office_Caitlin,test,Week,11.148125,16.251538709201252,48.4638734023576,5.216597222222223,98.0625,14.386944444444445,-1.766388888888888,2.566666666666667,0.26666666666666666,0.5777777777777776,98.0625,14.386944444444445,17.46145874967686,0.5186549000571322,0.7560859054769651,0.6693376000861891,0.8123761747078894,166.95,155.7164553998058,11.233544600194193,6.728687990532611,94.350579325841,151.35662475471167,5.027837963193002,8.181923022103652,12.89658113567073,0.10672925768620203,1705.900625794156,15.664193918236192
Lamb_office_Caitlin,test,DayWeek,11.970277777777776,18.84295495374568,49.59651442271897,3.6529166666666666,98.0625,16.12333333333334,-7.940555555555557,2.1,0.3333333333333333,0.611111111111111,98.0625,16.12333333333334,22.792482922616784,0.556904701417453,0.876648846179605,0.7501212839457605,1.0603965197989529,166.95,157.7648732398835,9.185126760116475,5.501723126754403,95.21907539707523,152.66443070140426,5.896334034427241,13.282408080342755,16.397470024559503,-0.9709731470243235,2007.3353654257062,18.432076257855776
Lamb_office_Caitlin,test,LightGBM,9.203510377755356,13.778734747825919,25.803854668049308,-3.1410254322007014,98.0625,17.102060632343946,-16.237105962012492,2.533333333333333,0.23333333333333334,0.5555555555555555,98.0625,17.102060632343946,22.662622070403128,0.42818373090986,0.6410412776630497,0.79565555176672,1.0543548789556534,166.95,160.1566791087682,6.793320891231787,4.069075107057075,94.80246848788674,154.6962623098406,5.479727125238769,7.793997274583898,10.839557802796975,-0.52381076088881,2081.4446704627994,19.11257458682865
Lamb_office_Caitlin,test,XGBoost,8.956285061571334,12.825355371162045,27.407025896256087,-1.7698506485091319,98.0625,15.566792738172744,-14.460799967447915,2.3666666666666667,0.26666666666666666,0.5555555555555555,98.0625,15.566792738172744,19.974440848769195,0.4166818306659162,0.5966862955185069,0.7242288126323553,0.929290048516274,166.95,162.1681437623597,4.781856237640284,2.86424452688846,95.55018286458845,155.05686303402481,6.227441501940477,11.124846068967729,12.721691267829323,-0.9850710809993881,2339.3774193855666,21.48100598072011
Lamb_office_Caitlin,test,CatBoost,11.928237402977594,15.53995672224092,34.48015443879936,-5.492261588226872,98.0625,17.433610940757703,-16.20761787962083,1.9333333333333333,0.26666666666666666,0.6,98.0625,17.433610940757703,22.258589534988385,0.5549488167830098,0.722980294952382,0.811080584413398,1.035557686219174,166.95,160.1285898382633,6.821410161736679,4.08590006692823,95.08899314772049,154.43071520337136,5.766251785072487,8.290361545147192,12.89658113567073,-0.8670861712995205,2199.884585065978,20.20013253830069
Lamb_office_Caitlin,test,Phase8_DOEF,8.73067941137014,13.437871826082622,28.479871806666768,-1.7822370124272273,98.0625,16.033071098088982,-14.577795880721103,2.6,0.23333333333333334,0.6,98.0625,16.033071098088982,21.887944847875414,0.40618576285564095,0.6251829853843077,0.7459219274979637,1.018313828337128,166.95,158.82427957087856,8.12572042912143,4.8671580887220305,94.55900325070257,153.0058385169592,5.236261888054604,8.44124286306848,12.921691267829322,-0.7506709728798726,2042.6079168428519,18.75596152821372
Lamb_office_Caitlin,test,PeakAwareLightGBM,9.203510377755356,13.778734747825919,25.803854668049308,-3.1410254322007014,98.0625,17.102060632343946,-16.237105962012492,2.533333333333333,0.23333333333333334,0.5555555555555555,98.0625,17.102060632343946,22.662622070403128,0.42818373090986,0.6410412776630497,0.79565555176672,1.0543548789556534,166.95,160.1566791087682,6.793320891231787,4.069075107057075,94.80246848788674,154.6962623098406,5.479727125238769,7.793997274583898,10.839557802796975,-0.52381076088881,2081.4446704627994,19.11257458682865
Robin_office_Addie,test,Persistence,2.9948611111111108,4.459264700224317,26.201787842437703,0.08624999999999995,17.625,3.268888888888889,-2.1333333333333333,5.0,0.06666666666666667,0.25555555555555554,17.625,3.268888888888889,4.832873541348529,0.1430966589697694,0.21306693579095196,0.15618990704041616,0.2309182400561462,27.6,29.96513062093554,-2.3651306209355383,-8.569313843969342,19.49574620923631,27.521450168599916,4.517298313790118,6.903754497864063,12.939817355670911,-1.4501949165175751,1376.915671760774,12.98487631695184
Robin_office_Addie,test,Day,2.9948611111111108,4.459264700224317,26.201787842437703,0.08624999999999995,17.625,3.268888888888889,-2.1333333333333333,5.0,0.06666666666666667,0.25555555555555554,17.625,3.268888888888889,4.832873541348529,0.1430966589697694,0.21306693579095196,0.15618990704041616,0.2309182400561462,27.6,29.96513062093554,-2.3651306209355383,-8.569313843969342,19.49574620923631,27.521450168599916,4.517298313790118,6.903754497864063,12.939817355670911,-1.4501949165175751,1376.915671760774,12.98487631695184
Robin_office_Addie,test,Week,3.4722222222222223,4.465637319203908,29.959184413894924,1.0786111111111112,17.625,2.616666666666667,-0.22555555555555537,5.433333333333334,0.1,0.34444444444444444,17.625,2.616666666666667,3.1845809073652935,0.1659053227400749,0.21337142419660243,0.1250262512169205,0.15216160988975605,27.6,26.09691629955947,1.5030837004405306,5.445955436378734,19.518007723474604,25.99634207122577,4.539559828028416,7.229590731005816,8.581500941619586,-2.9769433931718754,1626.6839634139712,15.340293167473822
