building,split,date,method,solver_success,soc_violations,power_violations,simultaneous_charge_discharge_violations,soc_transition_violations,max_abs_soc_transition_error,initial_soc_error,terminal_soc_error,nan_or_inf_count
Hog_office_Rolando,validation,2017-11-05,q0.8_a1.0,True,0,0,0,0,1.9895196601282805e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-06,q0.8_a1.0,True,0,0,0,0,3.183231456205249e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-07,q0.8_a1.0,True,0,0,0,0,3.410605131648481e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-08,q0.8_a1.0,True,0,0,0,0,4.831690603168681e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-09,q0.8_a1.0,True,0,0,0,0,4.092726157978177e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-10,q0.8_a1.0,True,0,0,0,0,2.3305801732931286e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-11,q0.8_a1.0,True,0,0,0,0,3.637978807091713e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-12,q0.8_a1.0,True,0,0,0,0,3.0127011996228248e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-13,q0.8_a1.0,True,0,0,0,0,3.865352482534945e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-14,q0.8_a1.0,True,0,0,0,0,4.263256414560601e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-15,q0.8_a1.0,True,0,0,0,0,4.263256414560601e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-16,q0.8_a1.0,True,0,0,0,0,6.252776074688882e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-17,q0.8_a1.0,True,0,0,0,0,4.263256414560601e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-18,q0.8_a1.0,True,0,0,0,0,1.7621459846850485e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-19,q0.8_a1.0,True,0,0,0,0,7.958078640513122e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-20,q0.8_a1.0,True,0,0,0,0,5.8548721426632255e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-21,q0.8_a1.0,True,0,0,0,0,3.0127011996228248e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-22,q0.8_a1.0,True,0,0,0,0,4.604316927725449e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-23,q0.8_a1.0,True,0,0,0,0,5.343281372915953e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-24,q0.8_a1.0,True,0,0,0,0,3.808509063674137e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-25,q0.8_a1.0,True,0,0,0,0,1.0800249583553523e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-26,q0.8_a1.0,True,0,0,0,0,4.376943252282217e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-27,q0.8_a1.0,True,0,0,0,0,2.3874235921539366e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-28,q0.8_a1.0,True,0,0,0,0,3.467448550509289e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-29,q0.8_a1.0,True,0,0,0,0,2.5579538487363607e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-30,q0.8_a1.0,True,0,0,0,0,1.6484591469634324e-12,0.0,0.0,0
