building,q,alpha,train_peak_threshold,high_load_train_fraction,normalized_mean_regret,normalized_p90_regret,normalized_MAE,MAE,RMSE,peak_region_MAE,peak_region_RMSE,mean_daily_peak,mean_regret_vs_oracle,p90_regret
Hog_office_Rolando,0.8,0.0,455.0,0.20393594443372565,0.05663874528837307,0.07750017872982863,0.025253479356495585,7.71049227374679,18.779724333213263,10.571486713374338,32.69424665035936,458.48847564291003,17.293165895113926,23.662661325780288
Hog_office_Lavon,0.8,0.0,526.2034000000001,0.2,0.0147441438522266,0.020990753468801544,0.023726018889040693,7.058563366320769,7.508069606895849,5.556201334139345,5.979550326376497,19.853186241310816,4.386428003358055,6.244813517146444
Hog_office_Joey,0.8,0.0,1362.9296,0.20002601118480948,0.08958335788050022,0.1211821986759166,0.0543556786062182,64.72319316172575,96.0886146288429,67.08220346949224,118.91477154228046,1342.001169147054,106.67001360024096,144.29585010767792
Lamb_office_Caitlin,0.8,0.0,27.6,0.20063613231552163,0.266016497802099,0.43962764473924715,0.5755439342806593,12.370915075989442,16.426536242690464,23.452977441224327,26.498791849945423,89.92727973702574,5.717838912219575,9.449489316439214
Robin_office_Addie,0.8,0.0,26.4,0.20235368956743002,0.1622360416288268,0.2810906025367958,0.10326379717165969,2.1612016140810355,2.809003928077425,2.4046695114204866,3.0711920450541754,24.542388710668686,3.395428065147366,5.882927807658209
Lamb_office_Gerardo,0.8,0.0,15.3,0.20073471529782208,0.021826511958780454,0.0,0.23270793187622438,1.9884351993512204,5.920453829511926,1.9884351993512204,5.920453829511926,4.586716896551119,0.18650247246829502,0.0
Hog_office_Alexis,0.8,0.0,30.101200000000002,0.20002601118480948,0.1674457861640188,0.3758442889023123,0.16767631019464274,3.245611093661195,4.525350492535514,4.189523137823628,5.2845232626772525,27.132974344076594,3.2411489764409387,7.274995448877202
Hog_office_Byron,0.8,2.0,1186.3178,0.20002611306959134,0.05571606974536467,0.08795895556934655,0.025198235284264323,24.011580157499516,47.152075843804305,29.168150701342466,65.9169429127474,1014.7373800572318,53.092244740928344,83.81672321085978
