building,split,method,MAE,RMSE,MAPE,bias,actual_p75,peak_quartile_MAE,peak_quartile_bias,daily_peak_hour_MAE,daily_peak_hour_exact_rate,daily_top3_overlap,peak_region_threshold,peak_region_MAE,peak_region_RMSE,normalized_MAE,normalized_RMSE,normalized_peak_region_MAE,normalized_peak_region_RMSE
Hog_office_Joey,test,Week,104.07055277777778,158.19844487027993,8.141066466413061,-66.80950555555556,1340.6132499999999,153.41988333333327,-120.0231611111111,2.6,0.13333333333333333,0.3777777777777777,1340.6132499999999,153.41988333333327,205.04319007479862,0.08740028485655027,0.1328578428429192,0.12884472262412403,0.1721988856799829
Hog_office_Joey,test,DayWeek,72.77661736111111,108.21683020965521,5.774828449035961,-38.38382708333333,1340.6132499999999,108.32789999999999,-91.3814111111111,1.9666666666666666,0.2,0.4,1340.6132499999999,108.32789999999999,146.74007807280836,0.06111908622066505,0.09088240173752983,0.09097568010548296,0.12323490440971724
Hog_office_Joey,test,LightGBM,74.94532408711476,104.67524724552331,6.067542211476224,-53.033883158628406,1340.6132499999999,105.28345614609817,-101.7331318042755,2.1,0.23333333333333334,0.4666666666666667,1340.6132499999999,105.28345614609817,138.77837498174156,0.06294040436075193,0.08790811793057066,0.08841890248723618,0.11654852579896481
Hog_office_Joey,test,XGBoost,76.38194465806748,105.29606219714807,6.199908998145062,-54.00057185262044,1340.6132499999999,106.37571187065971,-104.18792702907987,2.3333333333333335,0.26666666666666666,0.3777777777777778,1340.6132499999999,106.37571187065971,137.119831115574,0.06414690364206313,0.08842948927113681,0.08933619809982622,0.11515565142210187
Hog_office_Joey,test,CatBoost,76.93816619475677,106.93232519265298,6.283935005767302,-52.009471268710705,1340.6132499999999,103.23447855911027,-100.1043623311595,2.7,0.23333333333333334,0.38888888888888895,1340.6132499999999,103.23447855911027,136.05318331020464,0.06461402829406529,0.08980365178003336,0.0866981349887698,0.11425986179148503
Hog_office_Joey,test,Phase8_DOEF,68.18765083857419,101.86678874194878,5.423713108574641,-42.77884390592192,1340.6132499999999,104.22111710264032,-94.48692731906048,2.1333333333333333,0.2,0.4444444444444445,1340.6132499999999,104.22111710264032,140.25219651198412,0.057265191237294295,0.08554952496965551,0.0875267314308307,0.11778626710169404
Hog_office_Joey,test,PeakAwareLightGBM,74.94532408711476,104.67524724552331,6.067542211476224,-53.033883158628406,1340.6132499999999,105.28345614609817,-101.7331318042755,2.1,0.23333333333333334,0.4666666666666667,1340.6132499999999,105.28345614609817,138.77837498174156,0.06294040436075193,0.08790811793057066,0.08841890248723618,0.11654852579896481
Lamb_office_Caitlin,test,Persistence,16.434791666666666,32.39917946277515,56.65456427563312,2.0892361111111106,98.0625,24.35027777777778,-14.114722222222223,2.8666666666666667,0.26666666666666666,0.5333333333333332,98.0625,24.35027777777778,39.846361711788276,0.7646115583862568,1.507338066822783,1.132871302321847,1.8538104615141908
Lamb_office_Caitlin,test,Day,16.434791666666666,32.39917946277515,56.65456427563312,2.0892361111111106,98.0625,24.35027777777778,-14.114722222222223,2.8666666666666667,0.26666666666666666,0.5333333333333332,98.0625,24.35027777777778,39.846361711788276,0.7646115583862568,1.507338066822783,1.132871302321847,1.8538104615141908
Lamb_office_Caitlin,test,Week,11.148125,16.251538709201252,48.4638734023576,5.216597222222223,98.0625,14.386944444444445,-1.766388888888888,2.566666666666667,0.26666666666666666,0.5777777777777776,98.0625,14.386944444444445,17.46145874967686,0.5186549000571322,0.7560859054769651,0.6693376000861891,0.8123761747078894
Lamb_office_Caitlin,test,DayWeek,11.970277777777776,18.84295495374568,49.59651442271897,3.6529166666666666,98.0625,16.12333333333334,-7.940555555555557,2.1,0.3333333333333333,0.611111111111111,98.0625,16.12333333333334,22.792482922616784,0.556904701417453,0.876648846179605,0.7501212839457605,1.0603965197989529
Lamb_office_Caitlin,test,LightGBM,9.203510377755356,13.778734747825919,25.803854668049308,-3.1410254322007014,98.0625,17.102060632343946,-16.237105962012492,2.533333333333333,0.23333333333333334,0.5555555555555555,98.0625,17.102060632343946,22.662622070403128,0.42818373090986,0.6410412776630497,0.79565555176672,1.0543548789556534
Lamb_office_Caitlin,test,XGBoost,8.956285061571334,12.825355371162045,27.407025896256087,-1.7698506485091319,98.0625,15.566792738172744,-14.460799967447915,2.3666666666666667,0.26666666666666666,0.5555555555555555,98.0625,15.566792738172744,19.974440848769195,0.4166818306659162,0.5966862955185069,0.7242288126323553,0.929290048516274
