building,split,method,no_battery_peak,post_dispatch_peak,absolute_peak_reduction,peak_reduction_percentage,mean_daily_peak,worst_10pct_daily_peak,mean_regret_vs_oracle,p90_regret,max_regret,oracle_capture_ratio,battery_throughput,equivalent_full_cycles
Lamb_office_Caitlin,test,DayWeek,166.95,157.7648732398835,9.185126760116475,5.501723126754403,95.21907539707523,152.66443070140426,5.896334034427241,13.282408080342755,16.397470024559503,-0.9709731470243235,2007.3353654257062,18.432076257855776
Lamb_office_Caitlin,test,LightGBM,166.95,160.1566791087682,6.793320891231787,4.069075107057075,94.80246848788674,154.6962623098406,5.479727125238769,7.793997274583898,10.839557802796975,-0.52381076088881,2081.4446704627994,19.11257458682865
Lamb_office_Caitlin,test,XGBoost,166.95,162.1681437623597,4.781856237640284,2.86424452688846,95.55018286458845,155.05686303402481,6.227441501940477,11.124846068967729,12.721691267829323,-0.9850710809993881,2339.3774193855666,21.48100598072011
Lamb_office_Caitlin,test,CatBoost,166.95,160.1285898382633,6.821410161736679,4.08590006692823,95.08899314772049,154.43071520337136,5.766251785072487,8.290361545147192,12.89658113567073,-0.8670861712995205,2199.884585065978,20.20013253830069
Lamb_office_Caitlin,test,Phase8_DOEF,166.95,158.82427957087856,8.12572042912143,4.8671580887220305,94.55900325070257,153.0058385169592,5.236261888054604,8.44124286306848,12.921691267829322,-0.7506709728798726,2042.6079168428519,18.75596152821372
Lamb_office_Caitlin,test,PeakAwareLightGBM,166.95,160.1566791087682,6.793320891231787,4.069075107057075,94.80246848788674,154.6962623098406,5.479727125238769,7.793997274583898,10.839557802796975,-0.52381076088881,2081.4446704627994,19.11257458682865
Robin_office_Addie,test,Oracle,27.6,21.359568165553195,6.240431834446806,22.610260269734802,14.97844789544619,20.52707934972784,0.0,0.0,0.0,1.0,1300.3196883757946,12.26254495634107
Robin_office_Addie,test,Persistence,27.6,29.96513062093554,-2.3651306209355383,-8.569313843969342,19.49574620923631,27.521450168599916,4.517298313790118,6.903754497864063,12.939817355670911,-1.4501949165175751,1376.915671760774,12.98487631695184
Robin_office_Addie,test,Day,27.6,29.96513062093554,-2.3651306209355383,-8.569313843969342,19.49574620923631,27.521450168599916,4.517298313790118,6.903754497864063,12.939817355670911,-1.4501949165175751,1376.915671760774,12.98487631695184
Robin_office_Addie,test,Week,27.6,26.09691629955947,1.5030837004405306,5.445955436378734,19.518007723474604,25.99634207122577,4.539559828028416,7.229590731005816,8.581500941619586,-2.9769433931718754,1626.6839634139712,15.340293167473822
Robin_office_Addie,test,DayWeek,27.6,25.673052647077917,1.9269473529220846,6.981693307688712,18.731444745763067,24.987650348227344,3.7529968503168774,6.835818977492818,7.4123074279707915,-1.9397873940047625,1495.1934231366672,14.100283748330106
Robin_office_Addie,test,LightGBM,27.6,24.49850618893199,3.1014938110680106,11.23729641691308,17.50994236621859,23.861348147275134,2.5314944707724,4.488436644414505,5.78450703001397,-0.7486968428021008,1144.870776440374,10.796598321784309
Robin_office_Addie,test,XGBoost,27.6,24.123550248372425,3.4764497516275767,12.595832433433248,17.262281974189623,23.173194566716305,2.2838340787434337,3.555786395971041,4.864306277234519,-0.37865459023521225,1057.5803404157373,9.973413911381561
