date,controller,battery_size,solver_success,soc_violations,power_violations,simultaneous_charge_discharge_violations,initial_soc_error,terminal_soc_error
2017-12-20,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,Oracle,Medium,True,0,0,0,0.0000000000,0.0000000000
2017-12-02,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-03,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-04,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-05,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-06,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-07,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-08,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-09,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-10,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-11,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-12,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-13,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-14,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-15,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-16,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-17,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-18,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-19,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-20,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,Persistence,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-02,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-03,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-04,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-05,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-06,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-07,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-08,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-09,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-10,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-11,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-12,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-13,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-14,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-15,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-16,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-17,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-18,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-19,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-20,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,LightGBM,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-02,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-03,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-04,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-05,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-06,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-07,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-08,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-09,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-10,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-11,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-12,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-13,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-14,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-15,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-16,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-17,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-18,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-19,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-20,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,Oracle,Small,True,0,0,0,0.0000000000,0.0000000000
2017-12-02,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-03,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-04,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-05,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-06,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-07,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-08,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-09,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-10,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-11,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-12,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-13,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-14,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-15,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-16,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-17,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-18,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-19,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-20,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,Persistence,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-02,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-03,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-04,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-05,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-06,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-07,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-08,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-09,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-10,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-11,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-12,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-13,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-14,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-15,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-16,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-17,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-18,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-19,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-20,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,LightGBM,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-02,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-03,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-04,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-05,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-06,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-07,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-08,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-09,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-10,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-11,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-12,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-13,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-14,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-15,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-16,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-17,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-18,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-19,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-20,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-21,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-22,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-23,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-24,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-25,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-26,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-27,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-28,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-29,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-30,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
2017-12-31,Oracle,Large,True,0,0,0,0.0000000000,0.0000000000
