timestamp,date,controller,actual_load,forecast_load,charge,discharge,soc,soc_start,soc_end,realized_grid_load,optimized_forecast_grid_load,battery_size,solver_status
2017-12-02 00:00:00,2017-12-02,Persistence,418.0000000000,409.0000000000,32.1453744493,0.0000000000,396.8845296089,366.3887497592,396.8845296089,450.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 01:00:00,2017-12-02,Persistence,414.0000000000,417.0000000000,24.1453744493,0.0000000000,419.7908430741,396.8845296089,419.7908430741,438.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 02:00:00,2017-12-02,Persistence,412.0000000000,416.0000000000,25.1453744493,0.0000000000,443.6458398374,419.7908430741,443.6458398374,437.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 03:00:00,2017-12-02,Persistence,411.0000000000,412.0000000000,29.1453744493,0.0000000000,471.2955697930,443.6458398374,471.2955697930,440.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 04:00:00,2017-12-02,Persistence,411.0000000000,413.0000000000,28.1453744493,0.0000000000,497.9966164504,471.2955697930,497.9966164504,439.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 05:00:00,2017-12-02,Persistence,409.0000000000,412.0000000000,29.1453744493,0.0000000000,525.6463464059,497.9966164504,525.6463464059,438.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 06:00:00,2017-12-02,Persistence,412.0000000000,410.0000000000,31.1453744493,0.0000000000,555.1934429576,525.6463464059,555.1934429576,443.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 07:00:00,2017-12-02,Persistence,410.0000000000,416.0000000000,25.1453744493,0.0000000000,579.0484397209,555.1934429576,579.0484397209,435.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 08:00:00,2017-12-02,Persistence,409.0000000000,423.0000000000,18.1453744493,0.0000000000,596.2626533978,579.0484397209,596.2626533978,427.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 09:00:00,2017-12-02,Persistence,408.0000000000,434.0000000000,7.1453744493,0.0000000000,603.0413507962,596.2626533978,603.0413507962,415.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 10:00:00,2017-12-02,Persistence,417.0000000000,456.0000000000,0.0000000000,14.8546255507,587.3832006199,603.0413507962,587.3832006199,402.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 11:00:00,2017-12-02,Persistence,421.0000000000,473.0000000000,0.0000000000,31.8546255507,553.8054770359,587.3832006199,553.8054770359,389.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 12:00:00,2017-12-02,Persistence,418.0000000000,470.0000000000,0.0000000000,28.8546255507,523.3900311121,553.8054770359,523.3900311121,389.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 13:00:00,2017-12-02,Persistence,420.0000000000,465.0000000000,0.0000000000,23.8546255507,498.2450479553,523.3900311121,498.2450479553,396.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 14:00:00,2017-12-02,Persistence,425.0000000000,475.0000000000,0.0000000000,33.8546255507,462.5591392646,498.2450479553,462.5591392646,391.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 15:00:00,2017-12-02,Persistence,424.0000000000,472.0000000000,0.0000000000,30.8546255507,430.0355082340,462.5591392646,430.0355082340,393.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 16:00:00,2017-12-02,Persistence,426.0000000000,477.0000000000,0.0000000000,35.8546255507,392.2414144365,430.0355082340,392.2414144365,390.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 17:00:00,2017-12-02,Persistence,423.0000000000,470.0000000000,0.0000000000,28.8546255507,361.8259685127,392.2414144365,361.8259685127,394.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 18:00:00,2017-12-02,Persistence,423.0000000000,458.0000000000,0.0000000000,16.8546255507,344.0596332296,361.8259685127,344.0596332296,406.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 19:00:00,2017-12-02,Persistence,419.0000000000,449.0000000000,0.0000000000,7.8546255507,335.7801309269,344.0596332296,335.7801309269,411.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 20:00:00,2017-12-02,Persistence,416.0000000000,444.0000000000,0.0000000000,2.8546255507,332.7710913913,335.7801309269,332.7710913913,413.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 21:00:00,2017-12-02,Persistence,416.0000000000,438.0000000000,3.1453744493,0.0000000000,335.7550555975,332.7710913913,335.7550555975,419.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 22:00:00,2017-12-02,Persistence,409.0000000000,427.0000000000,14.1453744493,0.0000000000,349.1745360822,335.7550555975,349.1745360822,423.1453744493,441.1453744493,Medium,0: optimal
2017-12-02 23:00:00,2017-12-02,Persistence,407.0000000000,423.0000000000,18.1453744493,0.0000000000,366.3887497592,349.1745360822,366.3887497592,425.1453744493,441.1453744493,Medium,0: optimal
2017-12-03 00:00:00,2017-12-03,Persistence,407.0000000000,418.0000000000,0.0000000000,1.9823788546,364.2991389705,366.3887497592,364.2991389705,405.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 01:00:00,2017-12-03,Persistence,408.0000000000,414.0000000000,2.0176211454,0.0000000000,366.2132224530,364.2991389705,366.2132224530,410.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 02:00:00,2017-12-03,Persistence,411.0000000000,412.0000000000,4.0176211454,0.0000000000,370.0246725315,366.2132224530,370.0246725315,415.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 03:00:00,2017-12-03,Persistence,410.0000000000,411.0000000000,5.0176211454,0.0000000000,374.7848059080,370.0246725315,374.7848059080,415.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 04:00:00,2017-12-03,Persistence,413.0000000000,411.0000000000,5.0176211454,0.0000000000,379.5449392846,374.7848059080,379.5449392846,418.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 05:00:00,2017-12-03,Persistence,410.0000000000,409.0000000000,7.0176211454,0.0000000000,386.2024392573,379.5449392846,386.2024392573,417.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 06:00:00,2017-12-03,Persistence,411.0000000000,412.0000000000,4.0176211454,0.0000000000,390.0138893358,386.2024392573,390.0138893358,415.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 07:00:00,2017-12-03,Persistence,410.0000000000,410.0000000000,6.0176211454,0.0000000000,395.7227060104,390.0138893358,395.7227060104,416.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 08:00:00,2017-12-03,Persistence,409.0000000000,409.0000000000,7.0176211454,0.0000000000,402.3802059830,395.7227060104,402.3802059830,416.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 09:00:00,2017-12-03,Persistence,411.0000000000,408.0000000000,8.0176211454,0.0000000000,409.9863892538,402.3802059830,409.9863892538,419.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 10:00:00,2017-12-03,Persistence,413.0000000000,417.0000000000,0.0000000000,0.9823788546,408.9508710185,409.9863892538,408.9508710185,412.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 11:00:00,2017-12-03,Persistence,414.0000000000,421.0000000000,0.0000000000,4.9823788546,403.6989825697,408.9508710185,403.6989825697,409.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 12:00:00,2017-12-03,Persistence,419.0000000000,418.0000000000,0.0000000000,1.9823788546,401.6093717810,403.6989825697,401.6093717810,417.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 13:00:00,2017-12-03,Persistence,420.0000000000,420.0000000000,0.0000000000,3.9823788546,397.4115758856,401.6093717810,397.4115758856,416.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 14:00:00,2017-12-03,Persistence,424.0000000000,425.0000000000,0.0000000000,8.9823788546,387.9433172232,397.4115758856,387.9433172232,415.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 15:00:00,2017-12-03,Persistence,432.0000000000,424.0000000000,0.0000000000,7.9823788546,379.5291511142,387.9433172232,379.5291511142,424.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 16:00:00,2017-12-03,Persistence,431.0000000000,426.0000000000,0.0000000000,9.9823788546,369.0067998984,379.5291511142,369.0067998984,421.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 17:00:00,2017-12-03,Persistence,430.0000000000,423.0000000000,0.0000000000,6.9823788546,361.6467263428,369.0067998984,361.6467263428,423.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 18:00:00,2017-12-03,Persistence,427.0000000000,423.0000000000,0.0000000000,6.9823788546,354.2866527872,361.6467263428,354.2866527872,420.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 19:00:00,2017-12-03,Persistence,429.0000000000,419.0000000000,0.0000000000,2.9823788546,351.1429494452,354.2866527872,351.1429494452,426.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 20:00:00,2017-12-03,Persistence,424.0000000000,416.0000000000,0.0176211454,0.0000000000,351.1596663315,351.1429494452,351.1596663315,424.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 21:00:00,2017-12-03,Persistence,418.0000000000,416.0000000000,0.0176211454,0.0000000000,351.1763832178,351.1596663315,351.1763832178,418.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 22:00:00,2017-12-03,Persistence,420.0000000000,409.0000000000,7.0176211454,0.0000000000,357.8338831904,351.1763832178,357.8338831904,427.0176211454,416.0176211454,Medium,0: optimal
2017-12-03 23:00:00,2017-12-03,Persistence,418.0000000000,407.0000000000,9.0176211454,0.0000000000,366.3887497592,357.8338831904,366.3887497592,427.0176211454,416.0176211454,Medium,0: optimal
2017-12-04 00:00:00,2017-12-04,Persistence,413.0000000000,407.0000000000,10.8201754386,0.0000000000,376.6536694798,366.3887497592,376.6536694798,423.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 01:00:00,2017-12-04,Persistence,412.0000000000,408.0000000000,9.8201754386,0.0000000000,385.9699059023,376.6536694798,385.9699059023,421.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 02:00:00,2017-12-04,Persistence,412.0000000000,411.0000000000,6.8201754386,0.0000000000,392.4400924307,385.9699059023,392.4400924307,418.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 03:00:00,2017-12-04,Persistence,404.0000000000,410.0000000000,7.8201754386,0.0000000000,399.8589622571,392.4400924307,399.8589622571,411.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 04:00:00,2017-12-04,Persistence,396.0000000000,413.0000000000,4.8201754386,0.0000000000,404.4317821894,399.8589622571,404.4317821894,400.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 05:00:00,2017-12-04,Persistence,394.0000000000,410.0000000000,7.8201754386,0.0000000000,411.8506520158,404.4317821894,411.8506520158,401.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 06:00:00,2017-12-04,Persistence,398.0000000000,411.0000000000,6.8201754386,0.0000000000,418.3208385441,411.8506520158,418.3208385441,404.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 07:00:00,2017-12-04,Persistence,403.0000000000,410.0000000000,7.8201754386,0.0000000000,425.7397083706,418.3208385441,425.7397083706,410.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 08:00:00,2017-12-04,Persistence,407.0000000000,409.0000000000,8.8201754386,0.0000000000,434.1072614950,425.7397083706,434.1072614950,415.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 09:00:00,2017-12-04,Persistence,415.0000000000,411.0000000000,6.8201754386,0.0000000000,440.5774480234,434.1072614950,440.5774480234,421.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 10:00:00,2017-12-04,Persistence,435.0000000000,413.0000000000,4.8201754386,0.0000000000,445.1502679557,440.5774480234,445.1502679557,439.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 11:00:00,2017-12-04,Persistence,447.0000000000,414.0000000000,3.8201754386,0.0000000000,448.7744045899,445.1502679557,448.7744045899,450.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 12:00:00,2017-12-04,Persistence,457.0000000000,419.0000000000,0.0000000000,1.1798245614,447.5307603054,448.7744045899,447.5307603054,455.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 13:00:00,2017-12-04,Persistence,462.0000000000,420.0000000000,0.0000000000,2.1798245614,445.2330234676,447.5307603054,445.2330234676,459.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 14:00:00,2017-12-04,Persistence,463.0000000000,424.0000000000,0.0000000000,6.1798245614,438.7189164161,445.2330234676,438.7189164161,456.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 15:00:00,2017-12-04,Persistence,463.0000000000,432.0000000000,0.0000000000,14.1798245614,423.7720689376,438.7189164161,423.7720689376,448.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 16:00:00,2017-12-04,Persistence,462.0000000000,431.0000000000,0.0000000000,13.1798245614,409.8793140124,423.7720689376,409.8793140124,448.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 17:00:00,2017-12-04,Persistence,465.0000000000,430.0000000000,0.0000000000,12.1798245614,397.0406516407,409.8793140124,397.0406516407,452.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 18:00:00,2017-12-04,Persistence,460.0000000000,427.0000000000,0.0000000000,9.1798245614,387.3642669291,397.0406516407,387.3642669291,450.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 19:00:00,2017-12-04,Persistence,450.0000000000,429.0000000000,0.0000000000,11.1798245614,375.5796971107,387.3642669291,375.5796971107,438.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 20:00:00,2017-12-04,Persistence,442.0000000000,424.0000000000,0.0000000000,6.1798245614,369.0655900593,375.5796971107,369.0655900593,435.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 21:00:00,2017-12-04,Persistence,437.0000000000,418.0000000000,0.0000000000,0.1798245614,368.8760383282,369.0655900593,368.8760383282,436.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 22:00:00,2017-12-04,Persistence,435.0000000000,420.0000000000,0.0000000000,2.1798245614,366.5783014903,368.8760383282,366.5783014903,432.8201754386,417.8201754386,Medium,0: optimal
2017-12-04 23:00:00,2017-12-04,Persistence,432.0000000000,418.0000000000,0.0000000000,0.1798245614,366.3887497592,366.5783014903,366.3887497592,431.8201754386,417.8201754386,Medium,0: optimal
2017-12-05 00:00:00,2017-12-05,Persistence,428.0000000000,413.0000000000,19.9868995633,0.0000000000,385.3499875547,366.3887497592,385.3499875547,447.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 01:00:00,2017-12-05,Persistence,427.0000000000,412.0000000000,20.9868995633,0.0000000000,405.2599086483,385.3499875547,405.2599086483,447.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 02:00:00,2017-12-05,Persistence,421.0000000000,412.0000000000,20.9868995633,0.0000000000,425.1698297419,405.2599086483,425.1698297419,441.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 03:00:00,2017-12-05,Persistence,418.0000000000,404.0000000000,28.9868995633,0.0000000000,452.6692172199,425.1698297419,452.6692172199,446.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 04:00:00,2017-12-05,Persistence,412.0000000000,396.0000000000,36.9868995633,0.0000000000,487.7580710823,452.6692172199,487.7580710823,448.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 05:00:00,2017-12-05,Persistence,415.0000000000,394.0000000000,38.9868995633,0.0000000000,524.7442915408,487.7580710823,524.7442915408,453.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 06:00:00,2017-12-05,Persistence,409.0000000000,398.0000000000,34.9868995633,0.0000000000,557.9357788071,524.7442915408,557.9357788071,443.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 07:00:00,2017-12-05,Persistence,415.0000000000,403.0000000000,29.9868995633,0.0000000000,586.3838495831,557.9357788071,586.3838495831,444.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 08:00:00,2017-12-05,Persistence,415.0000000000,407.0000000000,25.9868995633,0.0000000000,611.0371871669,586.3838495831,611.0371871669,440.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 09:00:00,2017-12-05,Persistence,437.0000000000,415.0000000000,17.9868995633,0.0000000000,628.1010583664,611.0371871669,628.1010583664,454.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 10:00:00,2017-12-05,Persistence,444.0000000000,435.0000000000,0.0000000000,2.0131004367,625.9790641868,628.1010583664,625.9790641868,441.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 11:00:00,2017-12-05,Persistence,459.0000000000,447.0000000000,0.0000000000,14.0131004367,611.2079593666,625.9790641868,611.2079593666,444.9868995633,432.9868995633,Medium,0: optimal
2017-12-05 12:00:00,2017-12-05,Persistence,465.0000000000,457.0000000000,0.0000000000,24.0131004367,585.8959290125,611.2079593666,585.8959290125,440.9868995633,432.9868995633,Medium,0: optimal
